Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,2.117187976837158,2.082031011581421,2.107422113418579,2.101562976837158,4201600.0,1.9077409505844116
2000-01-04,2.091797113418579,2.023437976837158,2.089843988418579,2.029297113418579,3363200.0,1.8421409130096436
2000-01-05,2.021483898162842,1.9394530057907104,2.021483898162842,1.984375,3644800.0,1.8013615608215332
2000-01-06,1.9765629768371582,1.9238280057907104,1.9765629768371582,1.9296879768371582,1561600.0,1.7517180442810059
2000-01-07,1.949218988418579,1.894531011581421,1.9375,1.949218988418579,3622400.0,1.7694475650787354
2000-01-10,2.046875,1.953125,1.953125,2.041016101837158,1526400.0,1.8527790307998657
2000-01-11,2.097656011581421,2.041016101837158,2.046875,2.089843988418579,2483200.0,1.897103190422058
2000-01-12,2.4375,2.117187976837158,2.117187976837158,2.378906011581421,26086400.0,2.1595053672790527
2000-01-13,2.431641101837158,2.3125,2.386718988418579,2.347656011581421,5529600.0,2.1311371326446533
2000-01-14,2.4375,2.34375,2.34375,2.396483898162842,2304000.0,2.175462484359741
2000-01-18,2.53125,2.449218988418579,2.462891101837158,2.460937976837158,5123200.0,2.2339727878570557
2000-01-19,2.5,2.394531011581421,2.453125,2.4375,3836800.0,2.212695837020874
2000-01-20,2.527343988418579,2.421875,2.476562976837158,2.423827886581421,3126400.0,2.2002861499786377
2000-01-21,2.4375,2.328125,2.423827886581421,2.330077886581421,2361600.0,2.1151809692382812
2000-01-24,2.414062976837158,2.28125,2.337891101837158,2.3125,3001600.0,2.0992233753204346
2000-01-25,2.3125,2.222656011581421,2.3125,2.248047113418579,1625600.0,2.0407166481018066
2000-01-26,2.298827886581421,2.1875,2.248047113418579,2.28125,2688000.0,2.0708563327789307
2000-01-27,2.326172113418579,2.240233898162842,2.289062976837158,2.248047113418579,2201600.0,2.0407166481018066
2000-01-28,2.267577886581421,2.136718988418579,2.248047113418579,2.142577886581421,1104000.0,1.944973111152649
2000-01-31,2.171875,2.087891101837158,2.142577886581421,2.121093988418579,2688000.0,1.9254711866378784
2000-02-01,2.130858898162842,2.089843988418579,2.121093988418579,2.107422113418579,1625600.0,1.9130595922470093
2000-02-02,2.203125,2.107422113418579,2.107422113418579,2.152343988418579,1420800.0,1.9538397789001465
2000-02-03,2.177733898162842,2.154297113418579,2.171875,2.162108898162842,1449600.0,1.9627045392990112
2000-02-04,2.193358898162842,2.167968988418579,2.171875,2.193358898162842,924800.0,1.9910719394683838
2000-02-07,2.189452886581421,2.148437976837158,2.171875,2.158202886581421,812800.0,1.959157943725586
2000-02-08,2.234375,2.179687976837158,2.179687976837158,2.179687976837158,2064000.0,1.9786605834960938
2000-02-09,2.181641101837158,2.109375,2.181641101837158,2.115233898162842,1164800.0,1.9201511144638062
2000-02-10,2.125,2.072266101837158,2.121093988418579,2.083983898162842,931200.0,1.8917827606201172
2000-02-11,2.105468988418579,2.046875,2.085937976837158,2.070312976837158,1376000.0,1.8793727159500122
2000-02-14,2.5625,2.060547113418579,2.070312976837158,2.560547113418579,24224000.0,2.324394702911377
2000-02-15,2.554687976837158,2.300781011581421,2.554687976837158,2.347656011581421,8166400.0,2.1311371326446533
2000-02-16,2.449218988418579,2.349608898162842,2.349608898162842,2.4375,4921600.0,2.212695837020874
2000-02-17,2.417968988418579,2.347656011581421,2.410156011581421,2.369141101837158,2028800.0,2.1506409645080566
2000-02-18,2.375,2.246093988418579,2.373047113418579,2.271483898162842,2131200.0,2.0619912147521973
2000-02-22,2.25,2.162108898162842,2.240233898162842,2.228516101837158,3017600.0,2.0229856967926025
2000-02-23,2.273437976837158,2.140625,2.244141101837158,2.265625,2908800.0,2.0566723346710205
2000-02-24,2.335937976837158,2.269531011581421,2.273437976837158,2.310547113418579,2489600.0,2.0974514484405518
2000-02-25,2.394531011581421,2.294922113418579,2.3125,2.310547113418579,3660800.0,2.0974514484405518
2000-02-28,2.34375,2.283202886581421,2.320312976837158,2.34375,3929600.0,2.1275925636291504
2000-02-29,2.539062976837158,2.34375,2.34375,2.498047113418579,4016000.0,2.2676596641540527
2000-03-01,2.671875,2.486327886581421,2.5,2.671875,4195200.0,2.425455093383789
2000-03-02,2.664062976837158,2.542968988418579,2.664062976837158,2.570312976837158,3702400.0,2.3332598209381104
2000-03-03,2.640625,2.5625,2.59375,2.564452886581421,1468800.0,2.327939987182617
2000-03-06,2.621093988418579,2.550781011581421,2.566406011581421,2.578125,3625600.0,2.34035062789917
2000-03-07,2.597656011581421,2.4375,2.578125,2.455077886581421,1539200.0,2.228652238845825
2000-03-08,2.439452886581421,2.292968988418579,2.421875,2.378906011581421,2928000.0,2.1595053672790527
2000-03-09,2.414062976837158,2.351562976837158,2.371093988418579,2.402343988418579,1244800.0,2.1807827949523926
2000-03-10,2.75,2.613281011581421,2.648437976837158,2.691406011581421,12816000.0,2.4431846141815186
2000-03-13,2.664062976837158,2.574218988418579,2.617187976837158,2.601562976837158,3014400.0,2.3616273403167725
2000-03-14,2.671875,2.509766101837158,2.621093988418579,2.523437976837158,2569600.0,2.290708065032959
2000-03-15,2.810547113418579,2.601562976837158,2.6875,2.691406011581421,12323200.0,2.4431846141815186
2000-03-16,2.773437976837158,2.662108898162842,2.707031011581421,2.761718988418579,3283200.0,2.5070128440856934
2000-03-17,2.96875,2.71875,2.742187976837158,2.966797113418579,6848000.0,2.6931779384613037
2000-03-20,2.984375,2.898437976837158,2.966797113418579,2.908202886581421,4560000.0,2.6399874687194824
2000-03-21,2.9375,2.853516101837158,2.900391101837158,2.898437976837158,3971200.0,2.6311228275299072
2000-03-22,2.953125,2.90625,2.90625,2.931641101837158,1465600.0,2.6612634658813477
2000-03-23,3.074218988418579,2.9375,2.9375,3.066406011581421,2624000.0,2.7835988998413086
2000-03-24,3.242187976837158,3.015625,3.058593988418579,3.015625,6700800.0,2.737501621246338
2000-03-27,3.257812976837158,2.972656011581421,2.984375,3.228516101837158,4716800.0,2.9307591915130615
2000-03-28,3.222656011581421,3.097656011581421,3.222656011581421,3.121093988418579,2576000.0,2.8332443237304688
2000-03-29,3.205077886581421,3.007812976837158,3.148437976837158,3.011718988418579,3193600.0,2.7339563369750977
2000-03-30,3.048827886581421,2.980468988418579,3.007812976837158,3.011718988418579,4361600.0,2.7339563369750977
2000-03-31,3.208983898162842,3.025391101837158,3.039062976837158,3.195312976837158,4569600.0,2.9006175994873047
2000-04-03,3.179687976837158,3.134766101837158,3.179687976837158,3.146483898162842,4224000.0,2.8562912940979004
2000-04-04,3.1875,2.828125,3.128906011581421,3.15625,6582400.0,2.86515736579895
2000-04-05,3.25,3.113281011581421,3.148437976837158,3.25,3174400.0,2.950261116027832
2000-04-06,3.46875,3.277343988418579,3.3125,3.453125,5251200.0,3.1346518993377686
2000-04-07,3.757812976837158,3.457031011581421,3.507812976837158,3.707031011581421,6723200.0,3.3651418685913086
2000-04-10,3.75,3.605468988418579,3.75,3.667968988418579,5603200.0,3.3296825885772705
2000-04-11,3.667968988418579,3.460937976837158,3.59375,3.664062976837158,3990400.0,3.3261356353759766
2000-04-12,3.734375,3.546875,3.666016101837158,3.601562976837158,7296000.0,3.2694003582000732
2000-04-13,3.585937976837158,3.363281011581421,3.554687976837158,3.542968988418579,7564800.0,3.216210126876831
2000-04-14,3.46875,2.875,3.46875,2.894531011581421,5744000.0,2.6275765895843506
2000-04-17,3.125,2.90625,2.921875,3.03125,8134400.0,2.75168514251709
2000-04-18,3.5625,3.09375,3.09375,3.507812976837158,7123200.0,3.1842966079711914
2000-04-19,3.671875,3.515625,3.65625,3.603516101837158,3523200.0,3.2711732387542725
2000-04-20,3.626952886581421,3.470702886581421,3.599608898162842,3.53125,2512000.0,3.205571413040161
2000-04-24,3.505858898162842,3.390625,3.484375,3.441406011581421,2736000.0,3.1240150928497314
2000-04-25,3.783202886581421,3.558593988418579,3.59375,3.75,7030400.0,3.4041473865509033
2000-04-26,3.96875,3.625,3.75,3.636718988418579,4273600.0,3.3013150691986084
2000-04-27,3.90625,3.535156011581421,3.574218988418579,3.75,5209600.0,3.4041473865509033
